 1.53304661e-04 1.52427051e-04 1.48782362e-04 1.55667592e-04 1.49034909e-04 1.45832706e-04 1.41344408e-04 1.33610133e-04 1.36219720e-04 1.53111079e-04 1.69430562e-04 1.78596719e-04 1.75910434e-04 1.68267344e-04 1.76385202e-04 1.82600277e-04 1.82121316e-04 1.72240041e-04 1.63450382e-04 1.57883931e-04 1.52595233e-04 1.46240381e-04 1.53547715e-04 1.37265975e-04 1.32600586e-04 1.31973820e-04 1.32259660e-04 1.36854030e-04 1.41854820e-04 1.37601979e-04 1.40503798e-04 1.51904114e-04 1.53593288e-04 1.48065658e-04 1.56333578e-04 1.60780524e-04 1.63770435e-04 1.61063254e-04 1.60503515e-04 1.60498980e-04 1.60488061e-04 1.65820588e-04 1.83666108e-04 1.98720493e-04 1.94504381e-04 1.83226754e-04 1.67326094e-04 1.73300840e-04 1.92518835e-04 1.91350997e-04 1.89767813e-04 1.88645341e-04 1.87826170e-04 1.73194506e-04 1.84440671e-04 1.97784571e-04 3.70411267e-04 1.09866756e-03 2.35865482e-02 1.52443929e-01 1.74790419e-01 1.74925515e-01 1.74974902e-01 1.74990776e-01 1.74978458e-01 1.74919234e-01 1.74627884e-01 1.51484119e-01 2.28273856e-02 3.72403412e-04 1.97778833e-04 2.19037478e-04 2.76586973e-04 1.69777403e-04 1.38787499e-04 1.36319493e-04 1.36690466e-04 1.43321611e-04 1.45850368e-04 1.46144795e-04 1.44212550e-04 1.37813430e-04 1.38525754e-04 1.47246339e-04 1.48562780e-04 1.51594014e-04 1.47200026e-04 1.43133992e-04 1.43316946e-04 1.46005856e-04 1.48830358e-04 1.49869802e-04 1.47179259e-04 1.46834127e-04 1.46635430e-04 1.42640188e-04 1.36230567e-04 1.34262504e-04 1.34321497e-04 1.34350540e-04
 1.60696950e-04 1.58442541e-04 1.57548442e-04 1.67034090e-04 1.60613149e-04 1.63782365e-04 1.53774092e-04 1.42595139e-04 1.60809478e-04 2.25390825e-02 1.52498998e-01 1.74831673e-01 1.74849526e-01 1.74844525e-01 1.74851522e-01 1.74847452e-01 1.74831036e-01 1.52501688e-01 2.25548721e-02 1.87296085e-04 1.70294373e-04 1.53074382e-04 1.45782740e-04 1.32961825e-04 1.29336363e-04 1.31441623e-04 1.34737181e-04 1.44894539e-04 1.46239506e-04 1.45236591e-04 1.50051588e-04 1.56659944e-04 1.53403574e-04 1.42246110e-04 1.49202078e-04 1.56294794e-04 1.57750293e-04 1.57763351e-04 1.57766820e-04 1.57761781e-04 1.57749887e-04 1.58651360e-04 1.75497558e-04 2.08287206e-04 1.97766102e-04 1.70202588e-04 1.64854235e-04 1.86242140e-04 1.97861408e-04 1.98790442e-04 1.98804320e-04 1.98846854e-04 1.91963335e-04 1.66886247e-04 1.64416214e-04 1.65075308e-04 2.01394056e-04 3.98485813e-04 3.65474213e-04 1.85904158e-04 1.54075699e-04 1.66268845e-04 1.84024360e-04 1.89398045e-04 1.77584160e-04 1.63221451e-04 1.48180796e-04 1.79157383e-04 3.12419603e-04 1.84660264e-04 1.56164523e-04 1.52418658e-04 1.47915518e-04 1.42568590e-04 1.36001468e-04 1.42234243e-04 1.43663936e-04 1.48060602e-04 1.49114008e-04 1.49414980e-04 1.49345512e-04 1.47428996e-04 1.47375696e-04 1.48020710e-04 1.50058745e-04 1.49322949e-04 1.44237718e-04 1.37529197e-04 1.35694106e-04 1.38375453e-04 1.46886840e-04 1.47122650e-04 1.39103515e-04 1.36890598e-04 1.37065441e-04 1.36860671e-04 1.34925422e-04 1.34664303e-04 1.34725088e-04 1.34753453e-04
 1.74859738e-01 1.74854274e-01 1.74851991e-01 1.74856303e-01 1.74852336e-01 1.74856083e-01 1.74849944e-01 1.74856393e-01 1.74950483e-01 3.05096468e-01 6.94941265e-01 8.24911260e-01 8.24938092e-01 8.24935272e-01 8.24937564e-01 8.24925106e-01 8.24898587e-01 6.94922491e-01 3.05085028e-01 1.74948141e-01 1.74848975e-01 1.52505268e-01 2.25212914e-02 1.56985428e-04 1.41291258e-04 1.42305966e-04 1.47238330e-04 1.56978812e-04 1.53340474e-04 1.47291762e-04 1.49842294e-04 1.55838154e-04 1.55501124e-04 1.49381674e-04 1.54165909e-04 1.57450669e-04 1.57719389e-04 1.57731535e-04 1.57733341e-04 1.57725593e-04 1.57709767e-04 1.57690385e-04 1.65779266e-04 1.97032976e-04 1.93452947e-04 1.67889759e-04 1.67324133e-04 1.89308279e-04 1.99056452e-04 1.99675865e-04 2.01556549e-04 2.10172712e-04 1.96848577e-04 1.87344818e-04 1.86105729e-04 1.80545611e-04 1.72708949e-04 2.07553150e-04 1.83418321e-04 1.65622909e-04 1.59511807e-04 1.79301354e-04 1.65958016e-04 1.52463647e-04 1.37917824e-04 1.33098819e-04 1.33368965e-04 1.42975577e-04 1.51127645e-04 1.45329131e-04 1.44621531e-04 1.46645844e-04 1.42686192e-04 1.35323478e-04 1.33672750e-04 1.40303941e-04 1.39095120e-04 1.46145121e-04 1.49071431e-04 1.49377292e-04 1.49697292e-04 1.50024676e-04 1.48124832e-04 1.43506364e-04 1.44171047e-04 1.37754294e-04 1.34824384e-04 1.33004761e-04 1.32902561e-04 1.35949400e-04 1.46537227e-04 1.46779784e-04 1.36704331e-04 1.34142272e-04 1.34321292e-04 1.34472674e-04 1.34595184e-04 1.34687902e-04 1.34749270e-04 1.34777353e-04
 8.24979923e-01 8.24964641e-01 8.24958502e-01 8.24955354e-01 8.24957296e-01 8.24957221e-01 8.24964619e-01 8.24993006e-01 8.25043475e-01 8.25136053e-01 8.25123934e-01 8.25025607e-01 8.24961063e-01 8.24934772e-01 8.24933935e-01 8.24949144e-01 8.25018769e-01 8.25115507e-01 8.25110070e-01 8.25014189e-01 8.24937335e-01 6.94916885e-01 3.04986738e-01 1.52572507e-01 2.25359229e-02 1.71737304e-04 1.54362063e-04 1.54903853e-04 1.60117989e-04 1.57138439e-04 1.50945639e-04 1.55778856e-04 1.57262249e-04 1.56133863e-04 1.57362782e-04 1.57642007e-04 1.57664420e-04 1.57675231e-04 1.57674658e-04 1.57664772e-04 1.57671210e-04 1.58186078e-04 1.68012081e-04 1.95847481e-04 1.99944986e-04 1.90239703e-04 1.88119077e-04 1.96508955e-04 2.05756037e-04 2.10849386e-04 2.21250945e-04 2.66225002e-04 2.25617436e-02 1.52044600e-01 1.74496438e-01 1.74566656e-01 1.74557390e-01 1.74492850e-01 1.74470780e-01 1.74450864e-01 1.74386563e-01 1.74144263e-01 1.51441975e-01 2.27299837e-02 2.63311185e-04 1.59822365e-04 1.54766303e-04 1.59393282e-04 1.44445358e-04 1.34279665e-04 1.35858755e-04 1.42168419e-04 1.35403259e-04 1.30656319e-04 1.30884269e-04 1.33396553e-04 1.36703149e-04 1.46018262e-04 1.48399475e-04 1.45658693e-04 1.46793259e-04 1.49537895e-04 1.49877265e-04 1.47497488e-04 1.43275937e-04 1.34417041e-04 1.32230250e-04 1.32573588e-04 1.32843302e-04 1.35884035e-04 1.46476262e-04 1.47074340e-04 1.38704144e-04 1.34437202e-04 1.34264508e-04 1.34417248e-04 1.34540849e-04 1.34634365e-04 1.34696256e-04 1.34724613e-04
 8.24961822e-01 8.24956532e-01 8.24952604e-01 8.24948339e-01 8.24951238e-01 8.24952901e-01 8.24953310e-01 8.24958453e-01 8.24935993e-01 6.94964718e-01 3.05088247e-01 1.74943349e-01 1.74844493e-01 1.74840071e-01 1.74848622e-01 1.74853535e-01 1.74949475e-01 3.05086608e-01 6.94932413e-01 8.24930227e-01 8.25021748e-01 8.25149230e-01 8.25131476e-01 6.95049149e-01 3.05044082e-01 1.52594896e-01 2.25479845e-02 1.78956999e-04 1.69633043e-04 1.75380539e-04 1.61539042e-04 1.57149759e-04 1.57433113e-04 1.57489887e-04 1.57536719e-04 1.57571122e-04 1.57593015e-04 1.57602423e-04 1.57600966e-04 1.57994109e-04 1.60584933e-04 1.66424200e-04 1.94497497e-04 2.25083753e-02 1.52277284e-01 1.74745633e-01 1.74786434e-01 1.74777313e-01 1.74742312e-01 1.74694845e-01 1.74773376e-01 1.75010300e-01 3.04789029e-01 6.93363944e-01 8.23401925e-01 8.23614492e-01 8.23527187e-01 8.23257751e-01 8.23130013e-01 8.23037487e-01 8.22713920e-01 8.21713132e-01 6.91506135e-01 3.05120206e-01 1.75396333e-01 1.74834213e-01 1.52322884e-01 2.26702512e-02 2.37477261e-04 1.59552277e-04 1.60255274e-04 2.26047983e-04 1.49944666e-04 1.30715241e-04 1.30345330e-04 1.32819628e-04 1.40645437e-04 1.47332285e-04 1.42934783e-04 1.34020604e-04 1.35501284e-04 1.44749078e-04 1.49748230e-04 1.47793758e-04 1.38461496e-04 1.34598409e-04 1.32491854e-04 1.32487765e-04 1.32786953e-04 1.35808684e-04 1.46398702e-04 1.49057767e-04 1.44804895e-04 1.36419886e-04 1.34189776e-04 1.34344252e-04 1.34469232e-04 1.34563765e-04 1.34626437e-04 1.34655764e-04
 1.74836220e-01 1.74836136e-01 1.74838811e-01 1.74843895e-01 1.74838476e-01 1.74835436e-01 1.74837884e-01 1.74839808e-01 1.74818867e-01 1.52499091e-01 2.25350911e-02 1.60328038e-04 1.30706822e-04 1.33954725e-04 1.52699993e-04 1.52507745e-04 1.69241480e-04 2.25480180e-02 1.52507489e-01 1.74835671e-01 1.74957585e-01 3.05174623e-01 6.95108448e-01 8.25141873e-01 8.25138837e-01 6.95070989e-01 3.05074678e-01 1.52615064e-01 2.25571512e-02 1.96372051e-04 1.67354089e-04 1.60748337e-04 1.57919977e-04 1.57432536e-04 1.57452475e-04 1.57485188e-04 1.57508299e-04 1.57543412e-04 1.58079650e-04 1.63169842e-04 1.76897186e-04 2.24426658e-02 1.52150973e-01 3.04661952e-01 6.94133009e-01 8.24424965e-01 8.24605731e-01 8.24583155e-01 8.24438966e-01 8.24237185e-01 8.24307352e-01 8.02243839e-01 6.95098347e-01 8.02135843e-01 8.24183096e-01 8.23867485e-01 8.23629877e-01 8.23352324e-01 8.23208753e-01 8.23157772e-01 8.23192990e-01 8.23422625e-01 8.01402637e-01 6.73069018e-01 6.73089966e-01 8.02289255e-01 6.94331850e-01 3.05232011e-01 1.75134191e-01 1.74601934e-01 1.51096591e-01 2.25100589e-02 2.48450277e-04 1.41024532e-04 1.34361092e-04 1.34086643e-04 1.38621825e-04 1.43780428e-04 1.39037607e-04 1.33099039e-04 1.31928068e-04 1.36658453e-04 1.45108160e-04 1.47331145e-04 1.40835578e-04 1.40844594e-04 1.34470260e-04 1.32362207e-04 1.32681661e-04 1.35703288e-04 1.46307151e-04 1.49320617e-04 1.46772267e-04 1.36679763e-04 1.34097773e-04 1.34254353e-04 1.34380995e-04 1.34476755e-04 1.34540854e-04 1.34572447e-04
 1.44980609e-04 1.44989506e-04 1.47768248e-04 1.55739164e-04 1.53526964e-04 1.46027409e-04 1.45560714e-04 1.45220482e-04 1.35943352e-04 1.37651568e-04 1.33312997e-04 1.23196918e-04 1.03999438e-04 1.03847185e-04 1.25845987e-04 1.29680436e-04 1.32423897e-04 1.44704949e-04 1.54570009e-04 1.49272299e-04 1.74328548e-04 2.25752509e-02 1.52606848e-01 3.05076579e-01 6.95093242e-01 8.25154757e-01 8.25134417e-01 6.95075827e-01 3.05069557e-01 1.52605199e-01 2.25531249e-02 1.90105703e-04 1.80148698e-04 1.63779925e-04 1.60866982e-04 1.60850131e-04 1.60913994e-04 1.63840948e-04 1.81078912e-04 1.95512853e-04 2.25641728e-02 2.82153391e-01 6.93654264e-01 8.24531177e-01 8.24770031e-01 8.24778535e-01 8.24741957e-01 8.29624032e-01 8.52932419e-01 8.29178977e-01 8.23796339e-01 6.93684938e-01 3.04821799e-01 1.74963816e-01 1.74755138e-01 1.74645770e-01 1.74585101e-01 1.74533000e-01 1.74491347e-01 1.74486138e-01 1.74477815e-01 1.74623601e-01 1.74842999e-01 1.75232841e-01 3.05535448e-01 6.94578603e-01 8.02245894e-01 6.72927615e-01 6.72880070e-01 8.00815300e-01 6.90373729e-01 3.03592835e-01 1.52611173e-01 2.25822674e-02 1.80009590e-04 1.49941122e-04 1.46183627e-04 1.47403560e-04 1.45732849e-04 1.45520622e-04 1.42826214e-04 1.37272872e-04 1.38197312e-04 1.47146421e-04 1.47416348e-04 1.43216063e-04 1.34371922e-04 1.32200017e-04 1.32539170e-04 1.35233663e-04 1.44127537e-04 1.48859253e-04 1.47018784e-04 1.38630537e-04 1.34342973e-04 1.34148423e-04 1.34276962e-04 1.34374126e-04 1.34439255e-04 1.34471926e-04
 1.27701973e-04 1.28592766e-04 1.29200414e-04 1.36905100e-04 1.46452203e-04 1.34631556e-04 1.29037738e-04 1.28651400e-04 1.26577100e-04 1.28434664e-04 1.28643802e-04 1.22868251e-04 1.01664817e-04 1.01692674e-04 1.22957187e-04 1.28725771e-04 1.29156159e-04 1.31519294e-04 1.31757187e-04 1.29640354e-04 1.30753329e-04 1.38453351e-04 1.53807526e-04 2.25364213e-02 1.52606918e-01 3.05061226e-01 6.95028069e-01 8.25134070e-01 8.25117964e-01 6.95037632e-01 3.05049796e-01 1.52611392e-01 2.25973086e-02 2.10893699e-04 1.85437804e-04 1.87412411e-04 1.89303751e-04 2.21378198e-04 2.26093156e-02 1.52591914e-01 3.05003023e-01 7.17085722e-01 9.54052111e-01 7.17073783e-01 3.05022553e-01 1.74961611e-01 1.74878715e-01 2.17841392e-01 3.44986786e-01 2.17680802e-01 1.74580027e-01 1.52128729e-01 2.25307308e-02 2.06616855e-04 1.85692856e-04 1.95223960e-04 1.98216747e-04 2.22544323e-04 2.08405277e-04 2.19221927e-04 1.77679825e-04 1.62860396e-04 1.64232983e-04 2.36238270e-04 2.27101159e-02 1.52361480e-01 1.74827569e-01 1.75117728e-01 3.05062707e-01 6.93790273e-01 8.00784960e-01 6.94857441e-01 6.72740535e-01 3.05163663e-01 1.52612335e-01 2.25036005e-02 1.59853112e-04 1.50402776e-04 1.46241977e-04 1.48077687e-04 1.48441931e-04 1.43944054e-04 1.37594147e-04 1.44700378e-04 1.47639889e-04 1.40564373e-04 1.34877440e-04 1.32397101e-04 1.32389297e-04 1.33407974e-04 1.39870818e-04 1.47026536e-04 1.48961064e-04 1.44688865e-04 1.36280161e-04 1.34027483e-04 1.34158092e-04 1.34256797e-04 1.34322943e-04 1.34356116e-04
 1.23748041e-04 1.27234195e-04 1.28296335e-04 1.29357368e-04 1.34139949e-04 1.29393874e-04 1.28472106e-04 1.28502850e-04 1.28497914e-04 1.28534063e-04 1.28605617e-04 1.23640340e-04 1.05957188e-04 1.02468829e-04 1.23020601e-04 1.28761366e-04 1.28788974e-04 1.28810764e-04 1.28827406e-04 1.28840084e-04 1.28866378e-04 1.24754587e-04 1.22924541e-04 1.49879052e-04 1.73614473e-04 2.25435043e-02 1.52597948e-01 3.05093499e-01 6.95047525e-01 8.25100069e-01 8.25110300e-01 6.95048396e-01 3.05082468e-01 1.74930579e-01 1.74853512e-01 1.74845915e-01 1.74860532e-01 1.74955834e-01 3.05077785e-01 6.94935676e-01 8.24982530e-01 8.24549782e-01 6.93608821e-01 2.82121091e-01 2.26181944e-02 3.78055372e-04 2.52784417e-04 1.01159118e-01 3.47148880e-01 1.01132054e-01 1.76115430e-04 1.69534390e-04 1.75689914e-04 1.91742669e-04 1.93545726e-04 2.11385080e-04 2.20848604e-04 2.37319259e-04 2.28976491e-04 2.36142926e-04 2.11530572e-04 1.94970961e-04 1.59508784e-04 1.45287627e-04 1.42373030e-04 1.51802676e-04 1.63702206e-04 2.19917792e-04 2.25903567e-02 1.52210606e-01 1.74888422e-01 3.05202220e-01 6.72750414e-01 6.95147705e-01 6.72597544e-01 2.82563583e-01 2.25348186e-02 1.63363817e-04 1.43160432e-04 1.43742867e-04 1.48178948e-04 1.45931638e-04 1.35871298e-04 1.39990034e-04 1.47491811e-04 1.47418233e-04 1.43339647e-04 1.34393946e-04 1.32558547e-04 1.37051718e-04 1.44421151e-04 1.49637548e-04 1.49361390e-04 1.46970759e-04 1.38559211e-04 1.34246379e-04 1.34025475e-04 1.34125801e-04 1.34193023e-04 1.34226731e-04
 1.23759913e-04 1.27281949e-04 1.29296831e-04 1.34122259e-04 1.29488798e-04 1.28466225e-04 1.28462915e-04 1.28497064e-04 1.28532592e-04 1.28615465e-04 1.28764583e-04 1.27970888e-04 1.18740413e-04 1.06754849e-04 1.23075922e-04 1.28828280e-04 1.28865595e-04 1.28898410e-04 1.28926147e-04 1.28947622e-04 1.28960938e-04 1.28234845e-04 1.25715537e-04 1.34564503e-04 1.34087256e-04 1.40211090e-04 1.63367108e-04 2.25476243e-02 1.52579605e-01 3.05023769e-01 6.95034559e-01 8.25100449e-01 8.25061505e-01 8.24966045e-01 8.24895453e-01 8.24851971e-01 8.24862317e-01 8.24915424e-01 8.24980930e-01 8.24979536e-01 6.94899524e-01 3.04878473e-01 1.52130084e-01 2.24314138e-02 2.08972252e-04 3.42627425e-04 1.92943987e-04 9.26707947e-02 3.61833995e-01 9.27328038e-02 1.65793361e-04 1.50357408e-04 1.57532696e-04 1.85813464e-04 2.11311766e-04 2.10791934e-04 2.11823899e-04 2.27757157e-04 2.33129153e-04 2.22554062e-04 1.90648651e-04 1.75567597e-04 1.53718564e-04 1.48892611e-04 1.47136819e-04 1.48983851e-04 1.47944897e-04 1.48084721e-04 1.50105230e-04 1.51906666e-04 1.79988246e-04 2.25900622e-02 1.52654460e-01 3.05200557e-01 6.94973814e-01 6.94846146e-01 2.82583049e-01 2.25384696e-02 1.54979123e-04 1.41379900e-04 1.46094513e-04 1.46040320e-04 1.39700963e-04 1.44607253e-04 1.49500057e-04 1.50207869e-04 1.46865204e-04 1.34982406e-04 1.34453590e-04 1.43476344e-04 1.49273180e-04 1.51892651e-04 1.50070772e-04 1.48894261e-04 1.44951263e-04 1.38222075e-04 1.34233986e-04 1.33982261e-04 1.34050579e-04 1.34084838e-04
