 1.62696915e-06 3.25318286e-06 3.25192757e-06 3.25098889e-06 3.25023667e-06 3.24961034e-06 3.24899565e-06 3.24841522e-06 3.24784247e-06 3.24731728e-06 3.24693776e-06 3.24660699e-06 3.24620802e-06 3.24574303e-06 3.24517193e-06 3.24453771e-06 3.24396439e-06 3.24344211e-06 3.24256896e-06 3.24115426e-06 3.23961090e-06 3.23806861e-06 3.23617935e-06 3.23386453e-06 3.23116949e-06 3.22810687e-06 3.22484489e-06 3.22147176e-06 3.21807411e-06 3.21475899e-06 3.21157562e-06 3.20855798e-06 3.20585890e-06 3.20360830e-06 3.20172740e-06 3.20024492e-06 3.19928584e-06 3.19886733e-06 3.19894531e-06 3.19943878e-06 3.20029062e-06 3.20137085e-06 3.20247452e-06 3.20352123e-06 3.20457420e-06 3.20556247e-06 3.20636081e-06 3.20679126e-06 3.20679664e-06 3.20673225e-06 3.20676211e-06 3.20680326e-06 3.20688279e-06 3.20705492e-06 3.20702745e-06 3.20661093e-06 3.20511088e-06 3.19948297e-06 3.07922346e-06 2.40137278e-06 1.75745325e-06 1.67485081e-06 1.67376327e-06 1.67301128e-06 1.67240865e-06 1.67203487e-06 1.67265645e-06 1.75787287e-06 2.40166417e-06 3.07151562e-06 3.17892021e-06 3.17153036e-06 3.16253941e-06 3.15343965e-06 3.14380743e-06 3.13259022e-06 3.12014426e-06 3.10657992e-06 3.09195723e-06 3.07636163e-06 3.05987941e-06 3.04262657e-06 3.02470881e-06 3.00623950e-06 2.98740149e-06 2.96836711e-06 2.94936155e-06 2.93057062e-06 2.91210949e-06 2.89418505e-06 2.87701251e-06 2.86078859e-06 2.84571812e-06 2.83197018e-06 2.81968986e-06 2.80903974e-06 2.80015490e-06 2.79312905e-06 2.78804026e-06 2.78495936e-06 1.39196408e-06
 3.25409043e-06 6.50691826e-06 6.50474254e-06 6.50298320e-06 6.50153425e-06 6.50028384e-06 6.49907274e-06 6.49796003e-06 6.49664133e-06 6.38090735e-06 5.69861407e-06 5.04919862e-06 4.96657741e-06 4.96551602e-06 4.96434385e-06 4.96310712e-06 4.96204929e-06 5.04281295e-06 5.68986425e-06 6.36855082e-06 6.48017136e-06 6.47767551e-06 6.47431530e-06 6.46953754e-06 6.46391225e-06 6.45772656e-06 6.45110846e-06 6.44425445e-06 6.43739835e-06 6.43072069e-06 6.42426907e-06 6.41817471e-06 6.41275570e-06 6.40826082e-06 6.40452586e-06 6.40156163e-06 6.39964135e-06 6.39881495e-06 6.39899239e-06 6.40004177e-06 6.40183709e-06 6.40414443e-06 6.40653223e-06 6.40866911e-06 6.41080491e-06 6.41295601e-06 6.41455599e-06 6.41517377e-06 6.41504620e-06 6.41486815e-06 6.41483073e-06 6.41487904e-06 6.41513187e-06 6.41568418e-06 6.41588099e-06 6.41527114e-06 6.41309798e-06 6.40542540e-06 6.28308270e-06 5.60507568e-06 4.96144156e-06 4.87846079e-06 4.87668715e-06 4.87503513e-06 4.87343207e-06 4.87208613e-06 4.87175153e-06 4.95546907e-06 5.59530056e-06 6.25939800e-06 6.36047258e-06 6.34562371e-06 6.32836490e-06 6.31009445e-06 6.29024559e-06 6.26768463e-06 6.24275141e-06 6.21558625e-06 6.18628948e-06 6.15502799e-06 6.12197816e-06 6.08737343e-06 6.05144408e-06 6.01444106e-06 5.97670435e-06 5.93857658e-06 5.90049531e-06 5.86282248e-06 5.82582421e-06 5.78990742e-06 5.75548707e-06 5.72297613e-06 5.69279147e-06 5.66525397e-06 5.64065313e-06 5.61931013e-06 5.60149664e-06 5.58741124e-06 5.57721455e-06 5.57104319e-06 2.78448880e-06
 2.49109552e-06 4.98138769e-06 4.97986500e-06 4.97841378e-06 4.97710137e-06 4.97586547e-06 4.97466314e-06 4.97350093e-06 4.97167136e-06 4.46109661e-06 2.84856755e-06 1.62307023e-06 1.50012964e-06 1.49893644e-06 1.49772734e-06 1.49651823e-06 1.49544672e-06 1.61632003e-06 2.83939386e-06 4.44846832e-06 4.95529908e-06 5.03581561e-06 5.68227698e-06 6.35953208e-06 6.46848892e-06 6.46214802e-06 6.45522712e-06 6.44816070e-06 6.44110851e-06 6.43432347e-06 6.42774191e-06 6.42148465e-06 6.41592121e-06 6.41131325e-06 6.40752574e-06 6.40455475e-06 6.40266366e-06 6.40189400e-06 6.40216971e-06 6.40340919e-06 6.40548035e-06 6.40817154e-06 6.41108358e-06 6.41363961e-06 6.41602512e-06 6.41838539e-06 6.41984745e-06 6.42000974e-06 6.41958600e-06 6.41922113e-06 6.41891700e-06 6.41871831e-06 6.41917088e-06 6.42027587e-06 6.42085320e-06 6.42051766e-06 6.41951168e-06 6.41675519e-06 6.41396588e-06 6.41339737e-06 6.41321100e-06 6.41224251e-06 6.41097454e-06 6.40892777e-06 6.40589425e-06 6.40299265e-06 6.40034215e-06 6.39655306e-06 6.38911847e-06 6.37865752e-06 6.36655409e-06 6.35230801e-06 6.33622867e-06 6.31814041e-06 6.29783400e-06 6.27518341e-06 6.25019112e-06 6.22290641e-06 6.19342267e-06 6.16193580e-06 6.12863661e-06 6.09375975e-06 6.05756829e-06 6.02035330e-06 5.98241544e-06 5.94409139e-06 5.90577624e-06 5.86782471e-06 5.83058553e-06 5.79445633e-06 5.75982530e-06 5.72712747e-06 5.69679454e-06 5.66912402e-06 5.64440076e-06 5.62294443e-06 5.60502572e-06 5.59085802e-06 5.58061013e-06 5.57441039e-06 2.78616768e-06
 7.57665387e-07 1.51473248e-06 1.51352415e-06 1.51228498e-06 1.51105904e-06 1.50983623e-06 1.50861810e-06 1.50736932e-06 1.50564520e-06 1.10955808e-06 1.78127576e-07 -3.99070346e-07 -4.40461499e-07 -4.41671816e-07 -4.42889349e-07 -4.44112078e-07 -4.45340998e-07 -4.06479661e-07 1.67850799e-07 1.09603789e-06 1.48905097e-06 1.61011059e-06 2.83348370e-06 4.52411395e-06 5.67774187e-06 6.35403083e-06 6.46200177e-06 6.45478946e-06 6.44729721e-06 6.44024776e-06 6.43347835e-06 6.42700739e-06 6.42116653e-06 6.41627178e-06 6.41230594e-06 6.40932327e-06 6.40748814e-06 6.40681355e-06 6.40726652e-06 6.40880378e-06 6.41134063e-06 6.41463800e-06 6.41823296e-06 6.42175783e-06 6.42502299e-06 6.42734250e-06 6.42820315e-06 6.42793047e-06 6.42719579e-06 6.42647292e-06 6.42571442e-06 6.42468101e-06 6.31039064e-06 5.63201313e-06 4.98490279e-06 4.90198618e-06 4.90109965e-06 4.90021906e-06 4.89938163e-06 4.89869030e-06 4.89808153e-06 4.89814555e-06 4.98125532e-06 5.62450813e-06 6.29744196e-06 6.40883087e-06 6.40613968e-06 6.40161470e-06 6.39456340e-06 6.38577727e-06 6.37544032e-06 6.36286952e-06 6.34781322e-06 6.33023717e-06 6.31019354e-06 6.28764751e-06 6.26258064e-06 6.23505178e-06 6.20522320e-06 6.17335452e-06 6.13965009e-06 6.10434402e-06 6.06772867e-06 6.03011221e-06 5.99179804e-06 5.95311443e-06 5.91440164e-06 5.87602463e-06 5.83839552e-06 5.80191330e-06 5.76695376e-06 5.73395483e-06 5.70335462e-06 5.67545221e-06 5.65052891e-06 5.62890024e-06 5.61083669e-06 5.59655583e-06 5.58622990e-06 5.57998386e-06 2.78894670e-06
 -2.12614840e-07 -4.25835544e-07 -4.27049723e-07 -4.28267217e-07 -4.29487790e-07 -4.30710171e-07 -4.31933158e-07 -4.33161281e-07 -4.34392321e-07 -3.95542580e-07 1.78788919e-07 1.10698412e-06 1.49992372e-06 1.49891535e-06 1.49764753e-06 1.49634693e-06 1.49463219e-06 1.09858443e-06 1.67170402e-07 -4.10052714e-07 -4.51458663e-07 -4.12585178e-07 1.62047708e-07 1.21231599e-06 2.82926408e-06 4.51961618e-06 5.67288452e-06 6.34859657e-06 6.45594937e-06 6.44841295e-06 6.44111443e-06 6.43448168e-06 6.42833669e-06 6.42308880e-06 6.41891150e-06 6.41587824e-06 6.41406904e-06 6.41349643e-06 6.41415357e-06 6.41604077e-06 6.41912848e-06 6.42340800e-06 6.42786396e-06 6.31758753e-06 5.64027941e-06 4.99318775e-06 4.91072250e-06 4.90991455e-06 4.90913759e-06 4.90846589e-06 4.90731863e-06 4.90468448e-06 4.39514627e-06 2.78631759e-06 1.56193972e-06 1.43802131e-06 1.43701412e-06 1.43645502e-06 1.43594013e-06 1.43525482e-06 1.43474551e-06 1.43518609e-06 1.55994093e-06 2.77903768e-06 4.37945147e-06 4.88592314e-06 4.96819695e-06 5.61266017e-06 6.28701557e-06 6.39532329e-06 6.38855317e-06 6.37808347e-06 6.36374403e-06 6.34694295e-06 6.32743200e-06 6.30499321e-06 6.27973923e-06 6.25181685e-06 6.22148178e-06 6.18908493e-06 6.15483109e-06 6.11893240e-06 6.08171968e-06 6.04352396e-06 6.00466659e-06 5.96545095e-06 5.92619146e-06 5.88727872e-06 5.84913796e-06 5.81217661e-06 5.77677315e-06 5.74336419e-06 5.71238447e-06 5.68416015e-06 5.65897350e-06 5.63711490e-06 5.61886072e-06 5.60443233e-06 5.59400149e-06 5.58769270e-06 2.79279068e-06
 7.57742892e-07 1.51486184e-06 1.51361033e-06 1.51235237e-06 1.51112154e-06 1.50991653e-06 1.50869076e-06 1.50745823e-06 1.50635931e-06 1.62713683e-06 2.84984443e-06 4.45819685e-06 4.96447261e-06 4.96302084e-06 4.96136932e-06 4.95983258e-06 4.95803372e-06 4.44815939e-06 2.83670739e-06 1.61176564e-06 1.48842975e-06 1.09218472e-06 1.60709287e-07 -3.76282097e-07 1.58063203e-07 1.20826473e-06 2.82512755e-06 4.51523750e-06 5.66817494e-06 6.34343523e-06 6.45085131e-06 6.44389131e-06 6.43719673e-06 6.43161916e-06 6.42717969e-06 6.42403566e-06 6.42223317e-06 6.42176862e-06 6.42263524e-06 6.42477016e-06 6.42830994e-06 6.31945649e-06 5.64388699e-06 4.48923372e-06 2.79662875e-06 1.57110781e-06 1.44745520e-06 1.44635005e-06 1.44553167e-06 1.44489924e-06 1.44381491e-06 1.44548992e-06 1.08968764e-06 1.58967563e-07 -4.58698607e-07 -5.04351424e-07 -5.05177639e-07 -5.05943401e-07 -5.06710482e-07 -5.07526635e-07 -5.08339060e-07 -5.09045734e-07 -4.64467556e-07 1.60769967e-07 1.13222973e-06 1.47667188e-06 1.54800596e-06 2.76521894e-06 4.37082443e-06 4.87769829e-06 4.96255176e-06 5.60381381e-06 6.26820637e-06 6.36794554e-06 6.34950595e-06 6.32698571e-06 6.30159353e-06 6.27300917e-06 6.24187433e-06 6.20874680e-06 6.17380418e-06 6.13722601e-06 6.09930825e-06 6.06040012e-06 6.02084529e-06 5.98093247e-06 5.94099025e-06 5.90142670e-06 5.86265424e-06 5.82509425e-06 5.78913672e-06 5.75521851e-06 5.72377136e-06 5.69514843e-06 5.66963276e-06 5.64748948e-06 5.62900039e-06 5.61439043e-06 5.60383055e-06 5.59744461e-06 2.79765380e-06
 2.49113023e-06 4.98125770e-06 4.97937408e-06 4.97765872e-06 4.97608754e-06 4.97467085e-06 4.97327514e-06 4.97185614e-06 4.97058806e-06 5.05087061e-06 5.69663272e-06 6.37331788e-06 6.48367463e-06 6.48104685e-06 6.47867003e-06 6.47671963e-06 6.47543579e-06 6.36125873e-06 5.68145854e-06 5.03358530e-06 4.95089433e-06 4.44104505e-06 2.82941967e-06 1.21015828e-06 1.57115796e-07 -3.80087051e-07 1.54179170e-07 1.20430990e-06 2.82114186e-06 4.51111448e-06 5.66405063e-06 6.33962238e-06 6.44742498e-06 6.44144135e-06 6.43666433e-06 6.43355118e-06 6.43178668e-06 6.43130748e-06 6.43235246e-06 6.43464330e-06 6.32339947e-06 5.11539833e-06 2.85931288e-06 1.18092444e-06 1.26192957e-07 -4.51863630e-07 -4.93477325e-07 -4.95345102e-07 -5.00199891e-07 -5.01042464e-07 -4.97950789e-07 -4.53477771e-07 1.61353401e-07 1.08851519e-06 1.44091033e-06 1.43679910e-06 1.43650370e-06 1.43600132e-06 1.43546428e-06 1.43479714e-06 1.43395255e-06 1.43250057e-06 1.43415438e-06 1.48164454e-06 1.13071910e-06 1.52260816e-07 -4.30906417e-07 1.50158248e-07 1.12417645e-06 1.47022426e-06 1.54724272e-06 2.76769520e-06 4.44745759e-06 5.59196558e-06 6.25941723e-06 6.35392615e-06 6.32815725e-06 6.29804374e-06 6.26587231e-06 6.23180581e-06 6.19606790e-06 6.15878709e-06 6.12015933e-06 6.08045830e-06 6.04005643e-06 5.99931516e-06 5.95858524e-06 5.91825262e-06 5.87873107e-06 5.84046480e-06 5.80385896e-06 5.76934857e-06 5.73736519e-06 5.70827411e-06 5.68236308e-06 5.65988936e-06 5.64112930e-06 5.62630967e-06 5.61560092e-06 5.60912602e-06 2.80347971e-06
 3.25391600e-06 6.50588246e-06 6.50240933e-06 6.49955577e-06 6.49705033e-06 6.49494711e-06 6.49306935e-06 6.49113841e-06 6.48915690e-06 6.48675944e-06 6.48309203e-06 6.47828510e-06 6.47397231e-06 6.47062258e-06 6.46755676e-06 6.46508193e-06 6.46369794e-06 6.46376472e-06 6.46486915e-06 6.46570882e-06 6.46600249e-06 6.35288695e-06 5.67381829e-06 4.51834629e-06 2.82581481e-06 1.20638457e-06 1.53388575e-07 -3.83835372e-07 1.50422371e-07 1.20060467e-06 2.81747898e-06 4.50743061e-06 5.66021986e-06 6.33643256e-06 6.44662736e-06 6.44411247e-06 6.44247831e-06 6.44148513e-06 6.32736144e-06 5.64750684e-06 4.49167687e-06 2.37281721e-06 2.09032136e-07 -4.27525005e-07 1.15611419e-07 1.05381463e-06 1.44652101e-06 1.29931336e-06 8.04492033e-07 8.04206321e-07 1.29833839e-06 1.56704601e-06 2.78931421e-06 4.39477783e-06 4.89978594e-06 4.89864098e-06 4.89747895e-06 4.89621468e-06 4.89512274e-06 4.89408640e-06 4.89312377e-06 4.89184331e-06 4.88951917e-06 4.88564955e-06 4.37389832e-06 2.76505660e-06 1.54664320e-06 1.47336988e-06 1.12408562e-06 1.45903641e-07 -4.36298665e-07 1.36951845e-07 1.19161970e-06 2.76270963e-06 4.43780224e-06 5.58378852e-06 6.24289978e-06 6.32617282e-06 6.29273355e-06 6.25782733e-06 6.22127463e-06 6.18325451e-06 6.14388993e-06 6.10336319e-06 6.06202826e-06 6.02035126e-06 5.97871421e-06 5.93748831e-06 5.89711217e-06 5.85804952e-06 5.82072042e-06 5.78554769e-06 5.75296034e-06 5.72333600e-06 5.69698332e-06 5.67415475e-06 5.65509978e-06 5.64004948e-06 5.62917713e-06 5.62260455e-06 2.81020273e-06
 3.25349063e-06 6.50405898e-06 6.49889030e-06 6.49478748e-06 6.49130149e-06 6.48837660e-06 6.48580546e-06 6.48320905e-06 6.48045706e-06 6.47729123e-06 6.47351708e-06 6.46934779e-06 6.46534279e-06 6.46164494e-06 6.45801914e-06 6.45490582e-06 6.45277145e-06 6.45152707e-06 6.45096519e-06 6.45088677e-06 6.45143444e-06 6.45338098e-06 6.45667476e-06 6.34639690e-06 5.66874677e-06 4.51390103e-06 2.82188906e-06 1.20256688e-06 1.49537822e-07 -3.87576635e-07 1.46747668e-07 1.19688261e-06 2.81341002e-06 4.42179815e-06 4.92806620e-06 4.92662563e-06 4.92520950e-06 4.92342942e-06 4.41351596e-06 2.80192980e-06 1.18269763e-06 1.19757594e-07 -4.25817552e-07 2.08917590e-07 2.37021437e-06 4.40375082e-06 4.90976505e-06 4.28737407e-06 2.53890795e-06 2.53889713e-06 4.28683981e-06 4.98978523e-06 5.63373802e-06 6.30706157e-06 6.41514706e-06 6.41066116e-06 6.40692963e-06 6.40365591e-06 6.40095855e-06 6.39872843e-06 6.39707037e-06 6.39608494e-06 6.39542657e-06 6.39507811e-06 6.28212259e-06 5.60589841e-06 4.96045347e-06 4.87680576e-06 4.36750386e-06 2.75942451e-06 1.53928820e-06 1.05976845e-06 1.86855844e-07 1.84939074e-07 1.18285898e-06 2.81673934e-06 5.05306162e-06 6.24081367e-06 6.32189712e-06 6.28626109e-06 6.24910005e-06 6.21033370e-06 6.17018590e-06 6.12878422e-06 6.08645077e-06 6.04370621e-06 6.00101660e-06 5.95880177e-06 5.91749963e-06 5.87756199e-06 5.83943432e-06 5.80354268e-06 5.77032037e-06 5.74013950e-06 5.71331515e-06 5.69010956e-06 5.67074612e-06 5.65545293e-06 5.64440806e-06 5.63773253e-06 2.81774961e-06
 3.25320474e-06 6.50289109e-06 6.49662137e-06 6.49162295e-06 6.48750368e-06 6.48400017e-06 6.48080973e-06 6.47768375e-06 6.47444680e-06 6.47092448e-06 6.46702207e-06 6.46282499e-06 6.45863500e-06 6.45457809e-06 6.45043140e-06 6.44654560e-06 6.44339390e-06 6.44090951e-06 6.43905583e-06 6.43788734e-06 6.43759855e-06 6.43845634e-06 6.44066151e-06 6.44439032e-06 6.44917367e-06 6.34029407e-06 5.66385952e-06 4.50958980e-06 2.81794136e-06 1.19903961e-06 1.45979367e-07 -3.91307535e-07 1.42906743e-07 1.07121441e-06 1.46416022e-06 1.46314469e-06 1.46191960e-06 1.46025834e-06 1.06435704e-06 1.33070035e-07 -4.03973103e-07 1.30928519e-07 1.18368176e-06 2.86049914e-06 5.11370123e-06 6.31786793e-06 6.42922203e-06 5.51318761e-06 2.96562443e-06 2.96488661e-06 5.51067765e-06 6.42399802e-06 6.41779711e-06 6.40957682e-06 6.40135228e-06 6.39441595e-06 6.38850215e-06 6.38328349e-06 6.37882787e-06 6.37524031e-06 6.37265671e-06 6.37102509e-06 6.37041134e-06 6.37120499e-06 6.37412245e-06 6.37858348e-06 6.38203672e-06 6.38405533e-06 6.27332519e-06 5.59871798e-06 4.95311679e-06 4.36193055e-06 2.76253929e-06 1.18329119e-06 1.70375529e-07 2.28051997e-07 2.38593503e-06 5.05053028e-06 6.23729942e-06 6.31674211e-06 6.27902944e-06 6.23969235e-06 6.19872306e-06 6.15635759e-06 6.11292631e-06 6.06900372e-06 6.02514165e-06 5.98185221e-06 5.93956179e-06 5.89868518e-06 5.85970176e-06 5.82305621e-06 5.78919566e-06 5.75847020e-06 5.73115837e-06 5.70755317e-06 5.68788294e-06 5.67235026e-06 5.66113090e-06 5.65435095e-06 2.82604147e-06
